Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-02-11,0.0, 1994,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-02-21,0.0, 1994,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-03-01,0.0, 1994,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-03-11,0.0, 1994,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-03-21,0.0, 1994,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-04-01,0.0, 1994,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-04-11,0.0, 1994,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-04-21,0.0, 1994,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-05-01,0.0, 1994,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-06-11,0.0, 1994,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-06-21,0.0, 1994,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-07-01,0.0, 1994,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-07-11,0.0, 1994,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-07-21,0.0, 1994,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-08-01,0.0, 1994,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-08-11,0.0, 1994,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-08-21,0.0, 1994,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-09-01,0.0, 1994,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-09-11,0.0, 1994,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-09-21,0.0, 1994,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-10-01,0.0, 1994,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-10-11,0.0, 1994,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-10-21,0.0, 1994,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-11-01,0.0, 1994,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-11-11,0.0, 1994,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1994-11-21,0.0, 1994,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-02-11,0.0, 1995,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-02-21,0.0, 1995,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-03-01,0.0, 1995,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-03-11,0.0, 1995,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-03-21,0.0, 1995,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-04-01,0.0, 1995,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-04-11,0.0, 1995,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-04-21,0.0, 1995,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-05-01,0.0, 1995,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-06-11,0.0, 1995,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-06-21,0.0, 1995,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-07-01,0.0, 1995,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-07-11,0.0, 1995,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-07-21,0.0, 1995,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-08-01,0.0, 1995,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-08-11,0.0, 1995,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-08-21,0.0, 1995,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-09-01,0.0, 1995,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-09-11,0.0, 1995,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-09-21,0.0, 1995,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-10-01,0.0, 1995,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-10-11,0.0, 1995,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-10-21,0.0, 1995,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-11-01,0.0, 1995,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-11-11,0.0, 1995,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1995-11-21,0.0, 1995,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-02-11,33.333, 1996,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-02-21,0.0, 1996,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-03-01,0.0, 1996,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-03-11,0.0, 1996,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-03-21,0.0, 1996,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-04-01,0.0, 1996,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-04-11,0.0, 1996,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-04-21,0.0, 1996,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-05-01,0.0, 1996,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-06-11,0.0, 1996,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-06-21,0.0, 1996,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-07-01,0.0, 1996,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-07-11,0.0, 1996,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-07-21,0.0, 1996,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-08-01,0.0, 1996,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-08-11,0.0, 1996,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-08-21,0.0, 1996,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-09-01,0.0, 1996,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-09-11,0.0, 1996,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-09-21,0.0, 1996,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-10-01,0.0, 1996,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-10-11,0.0, 1996,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-10-21,0.0, 1996,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-11-01,0.0, 1996,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-11-11,0.0, 1996,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1996-11-21,0.0, 1996,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-02-11,33.333, 1997,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-02-21,0.0, 1997,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-03-01,0.0, 1997,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-03-11,0.0, 1997,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-03-21,0.0, 1997,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-04-01,0.0, 1997,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-04-11,0.0, 1997,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-04-21,0.0, 1997,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-05-01,0.0, 1997,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-06-11,0.0, 1997,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-06-21,0.0, 1997,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-07-01,0.0, 1997,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-07-11,0.0, 1997,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-07-21,0.0, 1997,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-08-01,0.0, 1997,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-08-11,0.0, 1997,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-08-21,2.74, 1997,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-09-01,5.479, 1997,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-09-11,10.959, 1997,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-09-21,9.589, 1997,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-10-01,10.959, 1997,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-10-11,12.963, 1997,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-10-21,0.0, 1997,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-11-01,0.0, 1997,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-11-11,0.0, 1997,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1997-11-21,0.0, 1997,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-02-11,0.0, 1998,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-02-21,0.0, 1998,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-03-01,0.0, 1998,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-03-11,0.0, 1998,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-03-21,0.0, 1998,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-04-01,0.0, 1998,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-04-11,0.0, 1998,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-04-21,0.0, 1998,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-05-01,0.0, 1998,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-06-11,0.0, 1998,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-06-21,0.0, 1998,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-07-01,0.0, 1998,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-07-11,0.0, 1998,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-07-21,0.0, 1998,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-08-01,0.0, 1998,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-08-11,0.0, 1998,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-08-21,0.0, 1998,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-09-01,0.0, 1998,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-09-11,0.0, 1998,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-09-21,0.0, 1998,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-10-01,0.0, 1998,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-10-11,0.0, 1998,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-10-21,0.0, 1998,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-11-01,0.0, 1998,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-11-11,0.0, 1998,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1998-11-21,0.0, 1998,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-02-11,0.0, 1999,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-02-21,0.0, 1999,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-03-01,0.0, 1999,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-03-11,0.0, 1999,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-03-21,0.0, 1999,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-04-01,0.0, 1999,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-04-11,0.0, 1999,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-04-21,0.0, 1999,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-05-01,0.0, 1999,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-06-11,0.0, 1999,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-06-21,0.0, 1999,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-07-01,0.0, 1999,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-07-11,0.0, 1999,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-07-21,0.0, 1999,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-08-01,0.0, 1999,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-08-11,0.0, 1999,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-08-21,0.0, 1999,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-09-01,0.0, 1999,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-09-11,0.0, 1999,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-09-21,0.0, 1999,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-10-01,0.0, 1999,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-10-11,0.0, 1999,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-10-21,0.0, 1999,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-11-01,0.0, 1999,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-11-11,0.0, 1999,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,1999-11-21,0.0, 1999,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-02-11,0.0, 2000,02,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-02-21,0.0, 2000,02,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-03-01,0.0, 2000,03,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-03-11,0.0, 2000,03,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-03-21,0.0, 2000,03,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-04-01,0.0, 2000,04,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-04-11,0.0, 2000,04,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-04-21,0.0, 2000,04,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-05-01,0.0, 2000,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-06-11,0.0, 2000,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-06-21,0.0, 2000,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-07-01,13.889, 2000,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-07-11,41.667, 2000,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-07-21,12.329, 2000,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-08-01,4.11, 2000,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-08-11,2.74, 2000,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-08-21,0.0, 2000,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-09-01,0.0, 2000,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-09-11,0.0, 2000,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-09-21,0.0, 2000,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-10-01,0.0, 2000,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-10-11,0.0, 2000,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-10-21,0.0, 2000,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-11-01,0.0, 2000,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2206,Niamey,Crop Area,2000-11-11,0.0, 2000,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
